project,B4_builds,B4_delay,B4_Batch,BB_builds,BB_delay,BB_Batch,BS4_builds,BS4_delay,BS4_Batch
loomio.csv,71.97125256673512,1.0,4,82.5119780971937,1.0,4,75.7700205338809,4.0,8
concerto.csv,34.58025228360157,2.0,4,35.05872118312309,1.0,2,38.92996955197912,3.0,8
sonarqube.csv,55.61531161024992,2.0,4,60.23410313192027,2.0,4,56.849098386586526,3.0,8
vagrant.csv,35.581912527798366,1.0,4,32.468495181616014,3.0,8,30.096367679762785,3.0,8
geoserver.csv,99.44979367262724,1.0,4,108.16139385602936,1.0,2,108.80330123796423,3.5,8
puppet.csv,36.97228144989339,1.5,4,28.742004264392325,8.0,16,27.718550106609804,8.0,16
sufia.csv,50.28799291094373,1.0,4,51.88303057155516,3.0,8,48.24988923349579,3.0,8
open-build-service.csv,68.40688912809472,1.0,4,75.32292787944026,1.0,2,73.19698600645856,3.0,8
heroku.csv,48.390197020663145,1.0,4,53.48390197020663,1.0,4,51.17731859682844,3.0,8
jruby.csv,101.22083887344374,1.0,4,111.33808775534872,1.0,2,111.7248881904992,3.0,8
orbeon-forms.csv,80.49907578558225,2.0,4,91.543438077634,1.0,2,86.96857670979668,3.0,8
rubinius.csv,80.38970771921059,1.0,4,84.51161628778416,1.0,2,89.05820634524108,3.0,8
gradle.csv,35.071488645920944,2.0,4,35.71628819736473,3.0,8,34.25848051583964,3.0,8
rails.csv,74.1207274785932,1.0,4,85.06828957610927,1.0,2,77.26275564362041,3.0,8
metasploit-framework.csv,35.96052631578948,1.0,4,28.82894736842105,8.0,16,28.06578947368421,8.0,16
fog.csv,73.55371900826445,1.0,4,79.5903701042041,1.0,2,82.82429033417176,4.0,8
cloud_controller_ng.csv,70.12932832707551,2.0,4,71.38089278264498,1.0,2,74.96871088861076,3.0,8
opal.csv,39.02815271885847,2.0,4,40.416505977632085,2.0,4,38.91245661396066,3.0,8
cloudify.csv,51.7141076251818,2.0,4,55.49553293164347,8.0,16,48.11967587783088,4.0,8
graylog2-server.csv,32.44781783681214,2.0,4,20.77798861480076,8.0,16,20.20872865275142,8.0,16
